C14:0,C15:0,C16:0,C16:1n-7,C17:0,C18:0,C18:1n-9,C18:1n-7,"C18:2 n-6, LA","C18:3 n-6, GLA","C18:3 n-3, ALA",C20:0,C20:1n-9,C20:2n-6,C20:3 n-6,"C20:4n-6, AA",C22:0,"C20:5n-3, EPA",C22:4n-6 ,C24:0,C24:1n-9,"C22:5n3, DPA","C22:6n3, DHA"
0.01057316,0.003525929,0.421671989,0.002753128,0.004326777,0.23488957,0.063740228,0.003688171,0.09869513,0.001902817,0.003484809,0.00405435,0.000961336,0.000471257,0.01205722,0.086807757,0.007088559,0.005019134,0.006624003,0.006902018,0.002274801,0.004146241,0.013469897
0.012862898,0.004011477,0.39747172,0.00254742,0.005727918,0.237774468,0.048290096,0.004548337,0.105961716,0.00036179,0.00601405,0.004330308,0.000685128,0.000516574,0.006329323,0.112423416,0.007523882,0.003942113,0.00866849,0.00707828,0.002519816,0.003706665,0.01568449
0.007342925,0.002328888,0.392307698,0.002651181,0.00422197,0.227543432,0.051756386,0.004171821,0.146452285,0.000971713,0.005233066,0.004160327,0.000827072,0.000542717,0.00938529,0.096144918,0.006948339,0.002468012,0.008653361,0.007881179,0.003154904,0.003614408,0.010450012
0.024002421,0.00437326,0.469875689,0.006059862,0.004316745,0.154269441,0.071188724,0.00455965,0.122451516,0.001484946,0.011669766,0.002617567,0.000790255,0.000480356,0.01097871,0.076754611,0.004440988,0.003008885,0.007122199,0.005196542,0.001157555,0.002888451,0.00913546
0.01837375,0.00456945,0.434983135,0.002344408,0.005420695,0.262162227,0.048728517,0.002875958,0.081303194,0.001327721,0.00549273,0.004071262,0.000717726,0.000399755,0.01075415,0.071976828,0.00612513,0.001580282,0.017561918,0.005611418,0.002069725,0.003298476,0.006040631
0.009642452,0.002935351,0.395708475,0.003740841,0.004755572,0.230640314,0.059819736,0.004061265,0.083135546,0.002264004,0.001986831,0.004091255,0.00095021,0.00052304,0.012253803,0.130247205,0.00697191,0.002813904,0.019039634,0.007886625,0.003790238,0.004506898,0.006964837
0.020406841,0.004901964,0.439735934,0.004710071,0.005591202,0.194513723,0.063552085,0.004361442,0.104566437,0.002025861,0.005424949,0.003131796,0.000765387,0.000438446,0.016559971,0.091817377,0.005692232,0.001597834,0.009388827,0.006169392,0.003059551,0.003825567,0.006555128
0.028307015,0.003565292,0.45907407,0.00678051,0.004170205,0.194757716,0.056414946,0.003918849,0.104505444,0.00215266,0.006423764,0.003163157,0.00061819,0.000537005,0.014533424,0.074142329,0.005780299,0.002217729,0.006767872,0.005986136,0.000861939,0.002809519,0.011630252
0.021180109,0.00688729,0.418154192,0.004281506,0.005855764,0.226602213,0.05474139,0.003123765,0.103181582,0.001403973,0.005158516,0.004005004,0.000691466,0.000391385,0.011967131,0.086934668,0.006825687,0.005738104,0.007514069,0.00650651,0.002330109,0.004785309,0.009974658
0.034980594,0.006043036,0.430884723,0.005106066,0.007045211,0.224506814,0.055686885,0.004004364,0.077460952,0.002284773,0.004307878,0.003888932,0.000743027,0.000420954,0.013531624,0.085130378,0.006988628,0.00290962,0.008684616,0.007944203,0.001725129,0.003676379,0.009003068
0.010829055,0.003549031,0.416279854,0.003066239,0.004476802,0.222482978,0.063697017,0.003931318,0.105708802,0.002158471,0.00378233,0.004307288,0.000954678,0.000489582,0.013278363,0.086042852,0.009391414,0.005534944,0.006705316,0.010980043,0.003197219,0.004250737,0.013908925
0.012293271,0.003962762,0.39555686,0.002472441,0.005727157,0.234279778,0.046319943,0.004767396,0.108329617,0.000390023,0.006102791,0.004363836,0.000664663,0.000529729,0.00688701,0.110651667,0.00862657,0.004058149,0.008955766,0.009902975,0.004097485,0.003813338,0.016107448
